"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2011-01-01 00:00","2011","01","01","00:00"," ","2.3","","1.7","","96","","14","","4","","4.8","","101.08","","","","","","Drizzle,Fog"
"2011-01-01 01:00","2011","01","01","01:00"," ","2.5","","1.8","","95","","13","","9","","2.0","","101.03","","","","","","Drizzle,Fog"
"2011-01-01 02:00","2011","01","01","02:00"," ","2.1","","2.0","","99","","15","","6","","2.0","","101.07","","","","","","Drizzle,Fog"
"2011-01-01 03:00","2011","01","01","03:00"," ","2.2","","1.8","","97","","15","","4","","2.4","","101.10","","","","","","Fog"
"2011-01-01 04:00","2011","01","01","04:00"," ","2.3","","1.8","","96","","17","","6","","2.8","","101.17","","","","","","Fog"
"2011-01-01 05:00","2011","01","01","05:00"," ","2.5","","2.3","","99","","21","","7","","2.8","","101.16","","","","","","Fog"
"2011-01-01 06:00","2011","01","01","06:00"," ","2.8","","2.5","","98","","19","","4","","3.2","","101.12","","","","","","Fog"
"2011-01-01 07:00","2011","01","01","07:00"," ","3.7","","3.3","","97","","17","","4","","2.4","","101.16","","","","","","Fog"
"2011-01-01 08:00","2011","01","01","08:00"," ","4.1","","4.1","","100","","9","","4","","0.2","","101.17","","","","","","Fog"
"2011-01-01 09:00","2011","01","01","09:00"," ","3.2","","3.1","","99","","12","","11","","0.4","","101.19","","","","","","Drizzle,Fog"
"2011-01-01 10:00","2011","01","01","10:00"," ","3.0","","2.8","","99","","","","0","","1.0","","101.26","","","","","","Drizzle,Fog"
"2011-01-01 11:00","2011","01","01","11:00"," ","3.9","","3.7","","99","","9","","9","","1.2","","101.11","","","","","","Drizzle,Fog"
"2011-01-01 12:00","2011","01","01","12:00"," ","4.6","","4.0","","96","","7","","7","","4.8","","101.05","","","","","","Fog"
"2011-01-01 13:00","2011","01","01","13:00"," ","4.3","","3.6","","95","","2","","9","","3.2","","100.94","","","","","","Fog"
"2011-01-01 14:00","2011","01","01","14:00"," ","5.9","","3.5","","85","","5","","7","","9.7","","100.86","","","","","","Haze"
"2011-01-01 15:00","2011","01","01","15:00"," ","6.2","","3.9","","85","","10","","11","","9.7","","100.79","","","","","","Haze"
"2011-01-01 16:00","2011","01","01","16:00"," ","6.8","","4.3","","84","","8","","11","","9.7","","100.72","","","","","","Rain,Fog"
"2011-01-01 17:00","2011","01","01","17:00"," ","5.8","","4.3","","90","","10","","7","","9.7","","100.62","","","","","","Rain,Fog"
"2011-01-01 18:00","2011","01","01","18:00"," ","6.6","","5.1","","90","","9","","4","","12.9","","100.55","","","","","","Cloudy"
"2011-01-01 19:00","2011","01","01","19:00"," ","4.9","","3.4","","90","","1","","7","","12.9","","100.50","","","","","","Cloudy"
"2011-01-01 20:00","2011","01","01","20:00"," ","5.4","","4.0","","91","","3","","11","","11.3","","100.44","","","","","","Cloudy"
"2011-01-01 21:00","2011","01","01","21:00"," ","3.5","","2.7","","94","","1","","7","","11.3","","100.44","","","","","","Cloudy"
"2011-01-01 22:00","2011","01","01","22:00"," ","2.6","","2.1","","96","","34","","7","","9.7","","100.43","","","","","","Fog"
"2011-01-01 23:00","2011","01","01","23:00"," ","3.2","","2.7","","97","","2","","6","","9.7","","100.45","","","","","","Fog"
"2011-01-02 00:00","2011","01","02","00:00"," ","3.3","","2.9","","97","","","","0","","3.2","","100.48","","","","","","Drizzle,Fog"
"2011-01-02 01:00","2011","01","02","01:00"," ","3.8","","3.4","","97","","17","","7","","4.8","","100.49","","","","","","Fog"
"2011-01-02 02:00","2011","01","02","02:00"," ","5.2","","4.9","","98","","22","","7","","8.0","","100.51","","","","","","Fog"
"2011-01-02 03:00","2011","01","02","03:00"," ","7.9","","6.0","","88","","24","","28","","19.3","","100.54","","","","","","Cloudy"
"2011-01-02 04:00","2011","01","02","04:00"," ","6.6","","4.5","","86","","25","","28","","25.0","","100.59","","","","","","Cloudy"
"2011-01-02 05:00","2011","01","02","05:00"," ","5.7","","1.3","","73","","25","","48","","9.7","","100.68","","","","","","Rain Showers,Fog"
"2011-01-02 06:00","2011","01","02","06:00"," ","3.2","","1.5","","89","","23","","28","","11.3","","100.84","","","","","","Rain"
"2011-01-02 07:00","2011","01","02","07:00"," ","2.6","","1.0","","89","","23","","24","","19.3","","100.89","","","","","","Mostly Cloudy"
"2011-01-02 08:00","2011","01","02","08:00"," ","2.8","","0.1","","82","","22","","22","","48.3","","100.91","","","","","","Mostly Cloudy"
"2011-01-02 09:00","2011","01","02","09:00"," ","2.8","","-0.5","","79","","23","","30","","48.3","","100.98","","","","","","Mainly Clear"
"2011-01-02 10:00","2011","01","02","10:00"," ","2.7","","-0.6","","79","","24","","30","","24.1","","101.04","","","","","","Mostly Cloudy"
"2011-01-02 11:00","2011","01","02","11:00"," ","1.9","","-3.8","","66","","26","","39","","24.1","","101.02","","","","","","Mostly Cloudy"
"2011-01-02 12:00","2011","01","02","12:00"," ","1.5","","-4.7","","63","","24","","35","","24.1","","101.00","","","","","","Cloudy"
"2011-01-02 13:00","2011","01","02","13:00"," ","1.0","","-5.8","","60","","27","","24","","24.1","","100.95","","","","","","Cloudy"
"2011-01-02 14:00","2011","01","02","14:00"," ","0.6","","-6.6","","58","","26","","33","","24.1","","100.96","","","","","","Cloudy"
"2011-01-02 15:00","2011","01","02","15:00"," ","0.0","","-5.7","","65","","27","","26","","24.1","","100.93","","","","-6","","Mostly Cloudy"
"2011-01-02 16:00","2011","01","02","16:00"," ","-0.6","","-6.0","","67","","27","","15","","24.1","","100.94","","","","-5","","Mostly Cloudy"
"2011-01-02 17:00","2011","01","02","17:00"," ","-1.0","","-7.7","","60","","25","","30","","25.0","","100.97","","","","-8","","Mostly Cloudy"
"2011-01-02 18:00","2011","01","02","18:00"," ","-1.2","","-8.2","","59","","26","","17","","25.0","","101.03","","","","-6","","Cloudy"
"2011-01-02 19:00","2011","01","02","19:00"," ","-1.5","","-9.3","","55","","27","","19","","25.0","","101.07","","","","-7","","Cloudy"
"2011-01-02 20:00","2011","01","02","20:00"," ","-1.8","","-10.4","","52","","27","","17","","25.0","","101.04","","","","-7","","Cloudy"
"2011-01-02 21:00","2011","01","02","21:00"," ","-1.9","","-10.0","","54","","27","","22","","25.0","","101.05","","","","-8","","Cloudy"
"2011-01-02 22:00","2011","01","02","22:00"," ","-2.1","","-8.6","","61","","27","","24","","25.0","","101.07","","","","-8","","Cloudy"
"2011-01-02 23:00","2011","01","02","23:00"," ","-2.1","","-9.0","","59","","27","","22","","25.0","","101.09","","","","-8","","Cloudy"
"2011-01-03 00:00","2011","01","03","00:00"," ","-2.4","","-9.0","","60","","26","","22","","25.0","","101.06","","","","-9","","Cloudy"
"2011-01-03 01:00","2011","01","03","01:00"," ","-2.6","","-9.2","","60","","27","","26","","25.0","","101.08","","","","-9","","Cloudy"
"2011-01-03 02:00","2011","01","03","02:00"," ","-2.8","","-9.2","","61","","27","","22","","25.0","","101.14","","","","-9","","Cloudy"
"2011-01-03 03:00","2011","01","03","03:00"," ","-3.2","","-9.7","","61","","25","","32","","25.0","","101.16","","","","-11","","Mostly Cloudy"
"2011-01-03 04:00","2011","01","03","04:00"," ","-4.2","","-9.8","","65","","27","","22","","25.0","","101.18","","","","-11","","Mainly Clear"
"2011-01-03 05:00","2011","01","03","05:00"," ","-4.8","","-9.9","","67","","26","","20","","25.0","","101.21","","","","-11","","Clear"
"2011-01-03 06:00","2011","01","03","06:00"," ","-5.3","","-9.7","","71","","26","","22","","25.0","","101.24","","","","-12","","Mainly Clear"
"2011-01-03 07:00","2011","01","03","07:00"," ","-5.3","","-9.5","","72","","26","","20","","25.0","","101.31","","","","-12","","Mostly Cloudy"
"2011-01-03 08:00","2011","01","03","08:00"," ","-5.2","","-9.1","","74","","27","","15","","24.1","","101.34","","","","-11","","Mostly Cloudy"
"2011-01-03 09:00","2011","01","03","09:00"," ","-4.3","","-8.6","","72","","26","","19","","24.1","","101.37","","","","-10","","Mostly Cloudy"
"2011-01-03 10:00","2011","01","03","10:00"," ","-3.9","","-8.1","","73","","27","","24","","24.1","","101.38","","","","-11","","Snow Showers"
"2011-01-03 11:00","2011","01","03","11:00"," ","-3.2","","-7.9","","70","","26","","24","","24.1","","101.31","","","","-10","","Mostly Cloudy"
"2011-01-03 12:00","2011","01","03","12:00"," ","-2.7","","-8.1","","66","","28","","28","","24.1","","101.27","","","","-10","","Mainly Clear"
"2011-01-03 13:00","2011","01","03","13:00"," ","-1.9","","-9.6","","56","","27","","30","","24.1","","101.19","","","","-9","","Mainly Clear"
"2011-01-03 14:00","2011","01","03","14:00"," ","-1.6","","-8.6","","59","","29","","24","","24.1","","101.19","","","","-8","","Mostly Cloudy"
"2011-01-03 15:00","2011","01","03","15:00"," ","-2.3","","-9.2","","59","","27","","20","","24.1","","101.21","","","","-8","","Mostly Cloudy"
"2011-01-03 16:00","2011","01","03","16:00"," ","-2.8","","-8.6","","64","","27","","17","","24.1","","101.24","","","","-8","","Mostly Cloudy"
"2011-01-03 17:00","2011","01","03","17:00"," ","-2.9","","-8.8","","64","","26","","19","","25.0","","101.27","","","","-9","","Mainly Clear"
"2011-01-03 18:00","2011","01","03","18:00"," ","-3.4","","-8.5","","68","","27","","15","","25.0","","101.30","","","","-9","","Mainly Clear"
"2011-01-03 19:00","2011","01","03","19:00"," ","-3.9","","-8.2","","72","","27","","13","","25.0","","101.29","","","","-9","","Mainly Clear"
"2011-01-03 20:00","2011","01","03","20:00"," ","-4.2","","-7.9","","75","","27","","13","","25.0","","101.29","","","","-9","","Mainly Clear"
"2011-01-03 21:00","2011","01","03","21:00"," ","-4.4","","-8.1","","75","","26","","9","","25.0","","101.27","","","","-8","","Mainly Clear"
"2011-01-03 22:00","2011","01","03","22:00"," ","-4.8","","-8.2","","77","","26","","11","","25.0","","101.26","","","","-9","","Mainly Clear"
"2011-01-03 23:00","2011","01","03","23:00"," ","-5.0","","-7.8","","81","","26","","6","","25.0","","101.24","","","","-8","","Mostly Cloudy"
"2011-01-04 00:00","2011","01","04","00:00"," ","-5.3","","-8.6","","78","","25","","7","","25.0","","101.19","","","","-9","","Mainly Clear"
"2011-01-04 01:00","2011","01","04","01:00"," ","-5.9","","-8.8","","80","","","","0","","25.0","","101.16","","","","","","Mainly Clear"
"2011-01-04 02:00","2011","01","04","02:00"," ","-7.9","","-9.9","","86","","29","","6","","25.0","","101.17","","","","-11","","Clear"
"2011-01-04 03:00","2011","01","04","03:00"," ","-6.4","","-8.9","","82","","34","","4","","25.0","","101.12","","","","-8","","Clear"
"2011-01-04 04:00","2011","01","04","04:00"," ","-7.0","","-9.5","","82","","22","","6","","25.0","","101.07","","","","-10","","Mainly Clear"
"2011-01-04 05:00","2011","01","04","05:00"," ","-6.4","","-8.7","","84","","25","","7","","25.0","","101.05","","","","-10","","Mostly Cloudy"
"2011-01-04 06:00","2011","01","04","06:00"," ","-6.6","","-8.7","","85","","","","0","","25.0","","101.00","","","","","","Mostly Cloudy"
"2011-01-04 07:00","2011","01","04","07:00"," ","-6.5","","-8.7","","84","","","","0","","25.0","","100.97","","","","","","Mostly Cloudy"
"2011-01-04 08:00","2011","01","04","08:00"," ","-6.5","","-8.6","","85","","5","","9","","24.1","","100.91","","","","-11","","Mostly Cloudy"
"2011-01-04 09:00","2011","01","04","09:00"," ","-5.7","","-7.7","","86","","3","","7","","24.1","","100.86","","","","-9","","Cloudy"
"2011-01-04 10:00","2011","01","04","10:00"," ","-4.8","","-7.0","","85","","3","","7","","19.3","","100.81","","","","-8","","Cloudy"
"2011-01-04 11:00","2011","01","04","11:00"," ","-3.9","","-7.6","","75","","12","","7","","12.9","","100.71","","","","-7","","Snow"
"2011-01-04 12:00","2011","01","04","12:00"," ","-3.9","","-6.4","","83","","11","","7","","6.4","","100.59","","","","-7","","Snow"
"2011-01-04 13:00","2011","01","04","13:00"," ","-3.7","","-6.0","","84","","7","","9","","4.0","","100.49","","","","-7","","Snow"
"2011-01-04 14:00","2011","01","04","14:00"," ","-3.6","","-5.4","","87","","6","","7","","2.0","","100.41","","","","-7","","Snow"
"2011-01-04 15:00","2011","01","04","15:00"," ","-4.3","","-5.7","","90","","2","","13","","2.0","","100.39","","","","-9","","Snow"
"2011-01-04 16:00","2011","01","04","16:00"," ","-4.4","","-5.8","","90","","3","","13","","4.8","","100.37","","","","-9","","Snow"
"2011-01-04 17:00","2011","01","04","17:00"," ","-4.3","","-5.7","","90","","2","","13","","4.8","","100.37","","","","-9","","Snow"
"2011-01-04 18:00","2011","01","04","18:00"," ","-5.5","","-6.9","","90","","2","","15","","8.0","","100.37","","","","-11","","Snow"
"2011-01-04 19:00","2011","01","04","19:00"," ","-5.7","","-7.1","","90","","36","","7","","9.7","","100.37","","","","-9","","Snow"
"2011-01-04 20:00","2011","01","04","20:00"," ","-5.9","","-7.2","","91","","36","","7","","6.4","","100.36","","","","-9","","Snow"
"2011-01-04 21:00","2011","01","04","21:00"," ","-6.0","","-7.3","","90","","32","","7","","9.7","","100.37","","","","-9","","Snow"
"2011-01-04 22:00","2011","01","04","22:00"," ","-7.4","","-8.6","","91","","34","","7","","9.7","","100.37","","","","-11","","Snow"
"2011-01-04 23:00","2011","01","04","23:00"," ","-6.9","","-8.1","","91","","","","0","","9.7","","100.35","","","","","","Snow"
"2011-01-05 00:00","2011","01","05","00:00"," ","-7.3","","-8.8","","89","","1","","6","","16.1","","100.28","","","","-10","","Mostly Cloudy"
"2011-01-05 01:00","2011","01","05","01:00"," ","-8.7","","-10.0","","90","","30","","6","","11.3","","100.30","","","","-12","","Snow"
"2011-01-05 02:00","2011","01","05","02:00"," ","-6.8","","-8.0","","91","","","","0","","9.7","","100.31","","","","","","Snow"
"2011-01-05 03:00","2011","01","05","03:00"," ","-5.9","","-7.5","","88","","26","","6","","19.3","","100.31","","","","-9","","Cloudy"
"2011-01-05 04:00","2011","01","05","04:00"," ","-5.6","","-7.2","","88","","27","","7","","11.3","","100.29","","","","-9","","Snow"
"2011-01-05 05:00","2011","01","05","05:00"," ","-5.7","","-7.4","","88","","28","","7","","12.9","","100.28","","","","-9","","Snow"
"2011-01-05 06:00","2011","01","05","06:00"," ","-5.4","","-7.3","","86","","26","","6","","9.7","","100.28","","","","-8","","Snow"
"2011-01-05 07:00","2011","01","05","07:00"," ","-5.4","","-7.1","","88","","26","","6","","19.3","","100.30","","","","-8","","Mostly Cloudy"
"2011-01-05 08:00","2011","01","05","08:00"," ","-5.1","","-6.7","","89","","29","","7","","16.1","","100.33","","","","-8","","Snow"
"2011-01-05 09:00","2011","01","05","09:00"," ","-5.0","","-7.1","","85","","33","","19","","24.1","","100.34","","","","-11","","Mostly Cloudy"
"2011-01-05 10:00","2011","01","05","10:00"," ","-4.5","","-7.5","","80","","30","","19","","24.1","","100.35","","","","-11","","Snow Showers"
"2011-01-05 11:00","2011","01","05","11:00"," ","-4.6","","-8.8","","72","","30","","19","","24.1","","100.33","","","","-11","","Mainly Clear"
"2011-01-05 12:00","2011","01","05","12:00"," ","-4.0","","-8.5","","71","","29","","19","","24.1","","100.29","","","","-10","","Mostly Cloudy"
"2011-01-05 13:00","2011","01","05","13:00"," ","-3.9","","-9.2","","67","","29","","26","","24.1","","100.24","","","","-11","","Mostly Cloudy"
"2011-01-05 14:00","2011","01","05","14:00"," ","-4.3","","-10.6","","61","","28","","22","","24.1","","100.24","","","","-11","","Mostly Cloudy"
"2011-01-05 15:00","2011","01","05","15:00"," ","-4.6","","-10.7","","62","","29","","20","","24.1","","100.26","","","","-11","","Mainly Clear"
"2011-01-05 16:00","2011","01","05","16:00"," ","-4.7","","-10.0","","66","","26","","24","","24.1","","100.28","","","","-12","","Mainly Clear"
"2011-01-05 17:00","2011","01","05","17:00"," ","-5.5","","-10.7","","67","","27","","24","","24.1","","100.29","","","","-13","","Mainly Clear"
"2011-01-05 18:00","2011","01","05","18:00"," ","-6.1","","-11.7","","65","","27","","17","","25.0","","100.33","","","","-12","","Mainly Clear"
"2011-01-05 19:00","2011","01","05","19:00"," ","-6.6","","-11.9","","66","","26","","17","","25.0","","100.35","","","","-13","","Mainly Clear"
"2011-01-05 20:00","2011","01","05","20:00"," ","-7.3","","-12.3","","67","","25","","13","","25.0","","100.31","","","","-13","","Clear"
"2011-01-05 21:00","2011","01","05","21:00"," ","-7.5","","-11.7","","72","","25","","17","","25.0","","100.28","","","","-14","","Clear"
"2011-01-05 22:00","2011","01","05","22:00"," ","-8.5","","-12.4","","73","","28","","11","","25.0","","100.24","","","","-14","","Clear"
"2011-01-05 23:00","2011","01","05","23:00"," ","-8.1","","-12.2","","72","","26","","13","","25.0","","100.22","","","","-14","","Clear"
"2011-01-06 00:00","2011","01","06","00:00"," ","-8.3","","-12.5","","72","","27","","15","","25.0","","100.18","","","","-15","","Clear"
"2011-01-06 01:00","2011","01","06","01:00"," ","-8.4","","-12.5","","72","","27","","15","","25.0","","100.14","","","","-15","","Clear"
"2011-01-06 02:00","2011","01","06","02:00"," ","-9.4","","-12.9","","76","","27","","11","","25.0","","100.14","","","","-15","","Clear"
"2011-01-06 03:00","2011","01","06","03:00"," ","-9.7","","-12.9","","77","","25","","11","","25.0","","100.14","","","","-15","","Clear"
"2011-01-06 04:00","2011","01","06","04:00"," ","-10.3","","-13.0","","81","","23","","15","","25.0","","100.12","","","","-17","","Clear"
"2011-01-06 05:00","2011","01","06","05:00"," ","-11.0","","-13.3","","83","","26","","11","","25.0","","100.10","","","","-17","","Clear"
"2011-01-06 06:00","2011","01","06","06:00"," ","-11.2","","-13.5","","83","","24","","11","","25.0","","100.09","","","","-17","","Mainly Clear"
"2011-01-06 07:00","2011","01","06","07:00"," ","-10.8","","-13.1","","83","","26","","11","","25.0","","100.06","","","","-17","","Mostly Cloudy"
"2011-01-06 08:00","2011","01","06","08:00"," ","-10.6","","-12.9","","83","","23","","9","","24.1","","100.07","","","","-16","","Mostly Cloudy"
"2011-01-06 09:00","2011","01","06","09:00"," ","-9.7","","-12.5","","80","","25","","9","","24.1","","100.09","","","","-15","","Mostly Cloudy"
"2011-01-06 10:00","2011","01","06","10:00"," ","-7.9","","-11.0","","78","","25","","9","","24.1","","100.11","","","","-12","","Cloudy"
"2011-01-06 11:00","2011","01","06","11:00"," ","-7.0","","-9.4","","83","","23","","13","","4.8","","100.05","","","","-13","","Snow"
"2011-01-06 12:00","2011","01","06","12:00"," ","-6.6","","-8.8","","84","","26","","9","","19.3","","99.95","","","","-11","","Snow"
"2011-01-06 13:00","2011","01","06","13:00"," ","-5.8","","-8.3","","82","","25","","11","","19.3","","99.88","","","","-11","","Snow"
"2011-01-06 14:00","2011","01","06","14:00"," ","-5.6","","-8.3","","81","","23","","15","","16.1","","99.88","","","","-11","","Snow"
"2011-01-06 15:00","2011","01","06","15:00"," ","-5.4","","-7.9","","83","","23","","9","","4.0","","99.89","","","","-9","","Snow"
"2011-01-06 16:00","2011","01","06","16:00"," ","-5.2","","-7.3","","85","","23","","6","","6.4","","99.88","","","","-8","","Snow"
"2011-01-06 17:00","2011","01","06","17:00"," ","-5.7","","-7.1","","90","","16","","9","","12.9","","99.89","","","","-10","","Snow"
"2011-01-06 18:00","2011","01","06","18:00"," ","-6.6","","-8.3","","88","","14","","11","","25.0","","99.91","","","","-12","","Snow"
"2011-01-06 19:00","2011","01","06","19:00"," ","-7.6","","-9.3","","88","","12","","7","","25.0","","99.90","","","","-11","","Mainly Clear"
"2011-01-06 20:00","2011","01","06","20:00"," ","-7.1","","-8.1","","93","","10","","7","","25.0","","99.86","","","","-11","","Clear"
"2011-01-06 21:00","2011","01","06","21:00"," ","-7.5","","-8.3","","94","","11","","9","","19.3","","99.83","","","","-12","","Snow"
"2011-01-06 22:00","2011","01","06","22:00"," ","-7.2","","-9.1","","86","","10","","13","","25.0","","99.78","","","","-13","","Mostly Cloudy"
"2011-01-06 23:00","2011","01","06","23:00"," ","-7.6","","-10.0","","83","","10","","9","","25.0","","99.74","","","","-12","","Mostly Cloudy"
"2011-01-07 00:00","2011","01","07","00:00"," ","-7.7","","-10.5","","80","","10","","9","","25.0","","99.70","","","","-12","","Mainly Clear"
"2011-01-07 01:00","2011","01","07","01:00"," ","-8.0","","-10.8","","80","","8","","11","","25.0","","99.69","","","","-13","","Mostly Cloudy"
"2011-01-07 02:00","2011","01","07","02:00"," ","-7.6","","-11.2","","75","","8","","13","","25.0","","99.67","","","","-13","","Cloudy"
"2011-01-07 03:00","2011","01","07","03:00"," ","-7.4","","-11.2","","74","","9","","11","","25.0","","99.67","","","","-12","","Cloudy"
"2011-01-07 04:00","2011","01","07","04:00"," ","-7.2","","-11.3","","72","","9","","19","","25.0","","99.60","","","","-14","","Snow"
"2011-01-07 05:00","2011","01","07","05:00"," ","-6.8","","-11.7","","68","","8","","22","","25.0","","99.54","","","","-14","","Snow"
"2011-01-07 06:00","2011","01","07","06:00"," ","-6.8","","-12.0","","66","","8","","19","","25.0","","99.55","","","","-14","","Snow"
"2011-01-07 07:00","2011","01","07","07:00"," ","-6.5","","-12.1","","64","","9","","22","","25.0","","99.55","","","","-14","","Snow"
"2011-01-07 08:00","2011","01","07","08:00"," ","-6.3","","-11.9","","64","","8","","22","","25.0","","99.56","","","","-14","","Snow"
"2011-01-07 09:00","2011","01","07","09:00"," ","-6.0","","-11.7","","64","","10","","17","","19.3","","99.57","","","","-12","","Snow"
"2011-01-07 10:00","2011","01","07","10:00"," ","-5.5","","-11.5","","63","","10","","17","","24.1","","99.57","","","","-12","","Snow"
"2011-01-07 11:00","2011","01","07","11:00"," ","-5.3","","-11.0","","64","","9","","20","","8.0","","99.53","","","","-12","","Snow"
"2011-01-07 12:00","2011","01","07","12:00"," ","-5.3","","-9.2","","74","","9","","19","","9.7","","99.45","","","","-12","","Snow"
"2011-01-07 13:00","2011","01","07","13:00"," ","-5.0","","-8.5","","76","","7","","17","","24.1","","99.38","","","","-11","","Snow"
"2011-01-07 14:00","2011","01","07","14:00"," ","-4.4","","-8.5","","73","","7","","20","","24.1","","99.38","","","","-11","","Snow"
"2011-01-07 15:00","2011","01","07","15:00"," ","-4.3","","-7.9","","76","","6","","20","","24.1","","99.39","","","","-11","","Snow"
"2011-01-07 16:00","2011","01","07","16:00"," ","-4.2","","-7.5","","78","","7","","17","","24.1","","99.41","","","","-10","","Snow"
"2011-01-07 17:00","2011","01","07","17:00"," ","-4.3","","-7.9","","76","","6","","17","","25.0","","99.42","","","","-10","","Mostly Cloudy"
"2011-01-07 18:00","2011","01","07","18:00"," ","-4.4","","-7.7","","78","","5","","17","","25.0","","99.46","","","","-10","","Cloudy"
"2011-01-07 19:00","2011","01","07","19:00"," ","-4.1","","-7.9","","75","","5","","17","","25.0","","99.46","","","","-10","","Snow"
"2011-01-07 20:00","2011","01","07","20:00"," ","-3.9","","-8.5","","70","","4","","13","","25.0","","99.48","","","","-9","","Snow"
"2011-01-07 21:00","2011","01","07","21:00"," ","-4.6","","-8.6","","74","","5","","13","","16.1","","99.49","","","","-10","","Snow"
"2011-01-07 22:00","2011","01","07","22:00"," ","-5.6","","-8.5","","80","","5","","15","","3.2","","99.50","","","","-11","","Snow"
"2011-01-07 23:00","2011","01","07","23:00"," ","-6.5","","-9.2","","81","","3","","17","","4.0","","99.52","","","","-13","","Snow"
"2011-01-08 00:00","2011","01","08","00:00"," ","-7.0","","-10.2","","78","","4","","17","","4.8","","99.52","","","","-13","","Snow"
"2011-01-08 01:00","2011","01","08","01:00"," ","-7.3","","-9.7","","83","","3","","19","","6.4","","99.52","","","","-14","","Snow"
"2011-01-08 02:00","2011","01","08","02:00"," ","-7.6","","-10.1","","82","","4","","22","","12.9","","99.52","","","","-15","","Snow"
"2011-01-08 03:00","2011","01","08","03:00"," ","-7.7","","-10.2","","82","","4","","20","","12.9","","99.53","","","","-15","","Snow"
"2011-01-08 04:00","2011","01","08","04:00"," ","-8.2","","-10.8","","81","","3","","20","","25.0","","99.47","","","","-16","","Mostly Cloudy"
"2011-01-08 05:00","2011","01","08","05:00"," ","-8.7","","-11.1","","83","","3","","17","","25.0","","99.48","","","","-16","","Mostly Cloudy"
"2011-01-08 06:00","2011","01","08","06:00"," ","-8.6","","-11.0","","83","","4","","17","","25.0","","99.51","","","","-15","","Cloudy"
"2011-01-08 07:00","2011","01","08","07:00"," ","-8.9","","-11.0","","85","","3","","17","","25.0","","99.53","","","","-16","","Cloudy"
"2011-01-08 08:00","2011","01","08","08:00"," ","-8.5","","-10.7","","84","","3","","17","","24.1","","99.57","","","","-15","","Cloudy"
"2011-01-08 09:00","2011","01","08","09:00"," ","-7.9","","-10.2","","84","","4","","19","","24.1","","99.57","","","","-15","","Cloudy"
"2011-01-08 10:00","2011","01","08","10:00"," ","-6.8","","-9.7","","80","","3","","19","","24.1","","99.58","","","","-14","","Cloudy"
"2011-01-08 11:00","2011","01","08","11:00"," ","-5.9","","-9.3","","77","","5","","19","","24.1","","99.57","","","","-13","","Cloudy"
"2011-01-08 12:00","2011","01","08","12:00"," ","-5.4","","-9.0","","76","","5","","19","","24.1","","99.54","","","","-12","","Snow"
"2011-01-08 13:00","2011","01","08","13:00"," ","-4.6","","-8.2","","76","","6","","20","","24.1","","99.52","","","","-11","","Snow"
"2011-01-08 14:00","2011","01","08","14:00"," ","-4.1","","-7.7","","76","","5","","19","","24.1","","99.52","","","","-10","","Snow"
"2011-01-08 15:00","2011","01","08","15:00"," ","-3.7","","-7.6","","74","","5","","22","","24.1","","99.55","","","","-10","","Cloudy"
"2011-01-08 16:00","2011","01","08","16:00"," ","-3.2","","-7.4","","73","","5","","15","","24.1","","99.60","","","","-8","","Cloudy"
"2011-01-08 17:00","2011","01","08","17:00"," ","-3.1","","-7.3","","73","","4","","15","","25.0","","99.62","","","","-8","","Cloudy"
"2011-01-08 18:00","2011","01","08","18:00"," ","-3.3","","-6.6","","78","","3","","11","","25.0","","99.66","","","","-8","","Cloudy"
"2011-01-08 19:00","2011","01","08","19:00"," ","-3.7","","-6.5","","81","","1","","11","","25.0","","99.69","","","","-8","","Snow"
"2011-01-08 20:00","2011","01","08","20:00"," ","-3.9","","-5.9","","86","","36","","9","","16.1","","99.71","","","","-8","","Snow"
"2011-01-08 21:00","2011","01","08","21:00"," ","-4.2","","-5.6","","90","","32","","7","","25.0","","99.71","","","","-7","","Snow"
"2011-01-08 22:00","2011","01","08","22:00"," ","-4.1","","-5.8","","88","","29","","7","","16.1","","99.74","","","","-7","","Snow"
"2011-01-08 23:00","2011","01","08","23:00"," ","-4.1","","-5.9","","87","","29","","9","","25.0","","99.76","","","","-8","","Cloudy"
"2011-01-09 00:00","2011","01","09","00:00"," ","-4.3","","-6.0","","88","","30","","9","","25.0","","99.74","","","","-8","","Cloudy"
"2011-01-09 01:00","2011","01","09","01:00"," ","-3.9","","-6.2","","84","","30","","9","","25.0","","99.76","","","","-8","","Cloudy"
"2011-01-09 02:00","2011","01","09","02:00"," ","-4.0","","-6.4","","83","","30","","11","","11.3","","99.81","","","","-8","","Snow"
"2011-01-09 03:00","2011","01","09","03:00"," ","-4.1","","-6.3","","85","","29","","11","","9.7","","99.88","","","","-9","","Snow"
"2011-01-09 04:00","2011","01","09","04:00"," ","-4.2","","-6.3","","85","","29","","9","","8.0","","99.93","","","","-8","","Snow"
"2011-01-09 05:00","2011","01","09","05:00"," ","-4.3","","-6.5","","85","","27","","13","","16.1","","99.95","","","","-9","","Snow"
