"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2011-04-22 11:00","2011","04","22","11:00"," ","8.2","","-1.4","","51","","19","","7","","48.3","","102.66","","","","","","Mainly Clear"
"2011-04-22 12:00","2011","04","22","12:00"," ","9.5","","-3.1","","41","","20","","7","","48.3","","102.68","","","","","","Mostly Cloudy"
"2011-04-22 13:00","2011","04","22","13:00"," ","10.6","","-5.0","","33","","20","","9","","48.3","","102.58","","","","","","Cloudy"
"2011-04-22 14:00","2011","04","22","14:00"," ","10.9","","-5.7","","31","","21","","4","","48.3","","102.46","","","","","","Mostly Cloudy"
"2011-04-22 15:00","2011","04","22","15:00"," ","11.6","","-4.0","","33","","12","","17","","48.3","","102.39","","","","","","Clear"
"2011-04-22 16:00","2011","04","22","16:00"," ","11.6","","-5.7","","29","","15","","17","","48.3","","102.37","","","","","","Clear"
"2011-04-22 17:00","2011","04","22","17:00"," ","11.1","","-5.9","","30","","11","","17","","48.3","","102.32","","","","","","Clear"
"2011-04-22 18:00","2011","04","22","18:00"," ","10.7","","-3.6","","36","","13","","15","","48.3","","102.24","","","","","","Mainly Clear"
"2011-04-22 19:00","2011","04","22","19:00"," ","10.3","","-5.3","","33","","10","","9","","48.3","","102.20","","","","","","Mainly Clear"
"2011-04-22 20:00","2011","04","22","20:00"," ","9.4","","-3.6","","40","","10","","9","","25.0","","102.18","","","","","","Mainly Clear"
"2011-04-22 21:00","2011","04","22","21:00"," ","9.0","","-3.3","","42","","9","","13","","25.0","","102.14","","","","","","Mainly Clear"
"2011-04-22 22:00","2011","04","22","22:00"," ","7.2","","-2.4","","50","","10","","13","","25.0","","102.07","","","","","","Mainly Clear"
"2011-04-22 23:00","2011","04","22","23:00"," ","5.7","","-2.4","","56","","12","","11","","25.0","","102.04","","","","","","Mainly Clear"
"2011-04-23 00:00","2011","04","23","00:00"," ","5.2","","-2.0","","60","","13","","9","","25.0","","102.02","","","","","","Mainly Clear"
"2011-04-23 01:00","2011","04","23","01:00"," ","5.7","","-1.9","","58","","14","","22","","25.0","","101.87","","","","","","Mostly Cloudy"
"2011-04-23 02:00","2011","04","23","02:00"," ","5.5","","-1.9","","59","","14","","19","","25.0","","101.80","","","","","","Mostly Cloudy"
"2011-04-23 03:00","2011","04","23","03:00"," ","6.5","","-1.9","","55","","13","","17","","25.0","","101.63","","","","","","Mostly Cloudy"
"2011-04-23 04:00","2011","04","23","04:00"," ","6.8","","-2.3","","52","","14","","22","","25.0","","101.53","","","","","","Cloudy"
"2011-04-23 05:00","2011","04","23","05:00"," ","7.0","","-1.9","","53","","16","","35","","24.1","","101.49","","","","","","Cloudy"
"2011-04-23 06:00","2011","04","23","06:00"," ","6.1","","-1.0","","60","","16","","43","","24.1","","101.43","","","","","","Rain Showers"
"2011-04-23 07:00","2011","04","23","07:00"," ","3.9","","1.0","","81","","15","","46","","19.3","","101.35","","","","","","Rain Showers"
"2011-04-23 08:00","2011","04","23","08:00"," ","3.3","","1.4","","87","","14","","30","","19.3","","101.23","","","","","","Rain"
"2011-04-23 09:00","2011","04","23","09:00"," ","3.1","","1.8","","91","","14","","35","","16.1","","101.03","","","","","","Rain"
"2011-04-23 10:00","2011","04","23","10:00"," ","3.6","","2.3","","91","","15","","35","","24.1","","100.86","","","","","","Drizzle"
"2011-04-23 11:00","2011","04","23","11:00"," ","4.5","","3.0","","90","","15","","33","","48.3","","100.67","","","","","","Cloudy"
"2011-04-23 12:00","2011","04","23","12:00"," ","6.2","","3.1","","81","","16","","44","","24.1","","100.41","","","","","","Cloudy"
"2011-04-23 13:00","2011","04","23","13:00"," ","6.3","","3.2","","81","","16","","43","","19.3","","100.34","","","","","","Drizzle"
"2011-04-23 14:00","2011","04","23","14:00"," ","6.8","","4.0","","82","","16","","32","","24.1","","100.24","","","","","","Drizzle"
"2011-04-23 15:00","2011","04","23","15:00"," ","9.0","","5.5","","79","","16","","32","","24.1","","100.11","","","","","","Cloudy"
"2011-04-23 16:00","2011","04","23","16:00"," ","10.3","","6.4","","77","","15","","24","","24.1","","100.08","","","","","","Cloudy"
"2011-04-23 17:00","2011","04","23","17:00"," ","10.8","","6.8","","76","","15","","26","","24.1","","100.07","","","","","","Mostly Cloudy"
"2011-04-23 18:00","2011","04","23","18:00"," ","10.2","","6.5","","78","","16","","26","","24.1","","100.06","","","","","","Mostly Cloudy"
"2011-04-23 19:00","2011","04","23","19:00"," ","9.7","","6.4","","80","","17","","24","","24.1","","100.06","","","","","","Mostly Cloudy"
"2011-04-23 20:00","2011","04","23","20:00"," ","9.7","","6.6","","81","","17","","22","","25.0","","100.07","","","","","","Mostly Cloudy"
"2011-04-23 21:00","2011","04","23","21:00"," ","8.9","","6.4","","84","","17","","22","","25.0","","100.09","","","","","","Mainly Clear"
"2011-04-23 22:00","2011","04","23","22:00"," ","9.4","","6.9","","84","","29","","4","","25.0","","100.21","","","","","","Mostly Cloudy"
"2011-04-23 23:00","2011","04","23","23:00"," ","12.8","","5.8","","62","","26","","33","","25.0","","100.27","","","","","","Mainly Clear"
"2011-04-24 00:00","2011","04","24","00:00"," ","10.7","","4.2","","64","","27","","28","","25.0","","100.46","","","","","","Mainly Clear"
"2011-04-24 01:00","2011","04","24","01:00"," ","9.3","","3.9","","69","","24","","17","","25.0","","100.48","","","","","","Mainly Clear"
"2011-04-24 02:00","2011","04","24","02:00"," ","8.9","","3.5","","69","","24","","17","","25.0","","100.55","","","","","","Mainly Clear"
"2011-04-24 03:00","2011","04","24","03:00"," ","8.7","","3.2","","68","","26","","19","","25.0","","100.70","","","","","","Mainly Clear"
"2011-04-24 04:00","2011","04","24","04:00"," ","7.9","","3.4","","73","","28","","17","","25.0","","100.81","","","","","","Mostly Cloudy"
"2011-04-24 05:00","2011","04","24","05:00"," ","7.6","","2.9","","72","","27","","15","","24.1","","100.92","","","","","","Mostly Cloudy"
"2011-04-24 06:00","2011","04","24","06:00"," ","7.6","","2.7","","71","","27","","15","","24.1","","101.02","","","","","","Mostly Cloudy"
"2011-04-24 07:00","2011","04","24","07:00"," ","8.5","","3.1","","69","","29","","15","","24.1","","101.09","","","","","","Mostly Cloudy"
"2011-04-24 08:00","2011","04","24","08:00"," ","8.6","","2.2","","64","","31","","15","","24.1","","101.16","","","","","","Mainly Clear"
"2011-04-24 09:00","2011","04","24","09:00"," ","9.4","","2.0","","60","","31","","15","","48.3","","101.15","","","","","","Mostly Cloudy"
"2011-04-24 10:00","2011","04","24","10:00"," ","10.1","","2.3","","58","","28","","17","","48.3","","101.16","","","","","","Mostly Cloudy"
"2011-04-24 11:00","2011","04","24","11:00"," ","10.2","","1.1","","53","","27","","22","","48.3","","101.20","","","","","","Cloudy"
"2011-04-24 12:00","2011","04","24","12:00"," ","10.9","","2.4","","56","","27","","17","","48.3","","101.18","","","","","","Mostly Cloudy"
"2011-04-24 13:00","2011","04","24","13:00"," ","11.6","","2.6","","54","","26","","19","","48.3","","101.24","","","","","","Mostly Cloudy"
"2011-04-24 14:00","2011","04","24","14:00"," ","12.5","","3.1","","53","","26","","22","","48.3","","101.20","","","","","","Mostly Cloudy"
"2011-04-24 15:00","2011","04","24","15:00"," ","12.8","","2.8","","51","","25","","19","","48.3","","101.16","","","","","","Mostly Cloudy"
"2011-04-24 16:00","2011","04","24","16:00"," ","12.9","","3.0","","51","","28","","17","","48.3","","101.16","","","","","","Mostly Cloudy"
"2011-04-24 17:00","2011","04","24","17:00"," ","13.0","","2.3","","48","","28","","13","","48.3","","101.16","","","","","","Mostly Cloudy"
"2011-04-24 18:00","2011","04","24","18:00"," ","12.2","","2.5","","51","","23","","7","","48.3","","101.15","","","","","","Mainly Clear"
"2011-04-24 19:00","2011","04","24","19:00"," ","10.9","","2.3","","55","","25","","6","","48.3","","101.19","","","","","","Mainly Clear"
"2011-04-24 20:00","2011","04","24","20:00"," ","9.2","","2.2","","62","","25","","4","","25.0","","101.28","","","","","","Clear"
"2011-04-24 21:00","2011","04","24","21:00"," ","7.7","","2.3","","69","","29","","4","","25.0","","101.31","","","","","","Clear"
"2011-04-24 22:00","2011","04","24","22:00"," ","8.4","","1.6","","62","","","","0","","25.0","","101.29","","","","","","Clear"
"2011-04-24 23:00","2011","04","24","23:00"," ","7.8","","1.8","","66","","18","","4","","25.0","","101.33","","","","","","Mostly Cloudy"
"2011-04-25 00:00","2011","04","25","00:00"," ","6.7","","2.1","","72","","18","","6","","25.0","","101.37","","","","","","Mostly Cloudy"
"2011-04-25 01:00","2011","04","25","01:00"," ","6.1","","2.5","","78","","20","","4","","25.0","","101.40","","","","","","Mostly Cloudy"
"2011-04-25 02:00","2011","04","25","02:00"," ","5.3","","2.1","","80","","22","","4","","25.0","","101.43","","","","","","Mostly Cloudy"
"2011-04-25 03:00","2011","04","25","03:00"," ","5.8","","2.4","","79","","22","","7","","25.0","","101.43","","","","","","Mostly Cloudy"
"2011-04-25 04:00","2011","04","25","04:00"," ","4.1","","1.9","","86","","24","","4","","25.0","","101.44","","","","","","Mainly Clear"
"2011-04-25 05:00","2011","04","25","05:00"," ","4.1","","2.8","","91","","22","","4","","24.1","","101.52","","","","","","Mostly Cloudy"
"2011-04-25 06:00","2011","04","25","06:00"," ","5.5","","3.2","","85","","","","0","","48.3","","101.55","","","","","","Mostly Cloudy"
"2011-04-25 07:00","2011","04","25","07:00"," ","7.2","","3.8","","79","","30","","6","","48.3","","101.56","","","","","","Mostly Cloudy"
"2011-04-25 08:00","2011","04","25","08:00"," ","9.5","","3.9","","68","","17","","4","","48.3","","101.57","","","","","","Mainly Clear"
"2011-04-25 09:00","2011","04","25","09:00"," ","11.8","","4.2","","60","","8","","6","","48.3","","101.53","","","","","","Mostly Cloudy"
"2011-04-25 10:00","2011","04","25","10:00"," ","13.5","","3.4","","50","","17","","6","","48.3","","101.49","","","","","","Mostly Cloudy"
"2011-04-25 11:00","2011","04","25","11:00"," ","14.6","","3.1","","46","","17","","6","","48.3","","101.45","","","","","","Mostly Cloudy"
"2011-04-25 12:00","2011","04","25","12:00"," ","15.3","","1.3","","39","","21","","4","","48.3","","101.39","","","","","","Cloudy"
"2011-04-25 13:00","2011","04","25","13:00"," ","15.7","","1.7","","39","","23","","6","","48.3","","101.33","","","","","","Cloudy"
"2011-04-25 14:00","2011","04","25","14:00"," ","15.9","","0.4","","35","","11","","6","","24.1","","101.30","","","","","","Cloudy"
"2011-04-25 15:00","2011","04","25","15:00"," ","15.9","","-0.8","","32","","24","","4","","24.1","","101.25","","","","","","Cloudy"
"2011-04-25 16:00","2011","04","25","16:00"," ","16.0","","-0.7","","32","","25","","6","","24.1","","101.23","","","","","","Cloudy"
"2011-04-25 17:00","2011","04","25","17:00"," ","15.4","","0.3","","36","","20","","7","","24.1","","101.22","","","","","","Cloudy"
"2011-04-25 18:00","2011","04","25","18:00"," ","14.9","","1.5","","40","","","","0","","24.1","","101.18","","","","","","Cloudy"
"2011-04-25 19:00","2011","04","25","19:00"," ","14.7","","1.5","","41","","","","0","","24.1","","101.20","","","","","","Cloudy"
"2011-04-25 20:00","2011","04","25","20:00"," ","15.1","","1.2","","39","","5","","6","","25.0","","101.22","","","","","","Cloudy"
"2011-04-25 21:00","2011","04","25","21:00"," ","14.1","","5.2","","55","","10","","9","","25.0","","101.22","","","","","","Cloudy"
"2011-04-25 22:00","2011","04","25","22:00"," ","13.0","","7.7","","70","","9","","7","","25.0","","101.24","","","","","","Cloudy"
"2011-04-25 23:00","2011","04","25","23:00"," ","12.4","","8.4","","77","","11","","9","","25.0","","101.15","","","","","","Cloudy"
"2011-04-26 00:00","2011","04","26","00:00"," ","11.7","","8.4","","80","","12","","11","","25.0","","101.11","","","","","","Cloudy"
"2011-04-26 01:00","2011","04","26","01:00"," ","11.3","","7.7","","78","","12","","11","","25.0","","101.07","","","","","","Cloudy"
"2011-04-26 02:00","2011","04","26","02:00"," ","11.2","","8.6","","84","","10","","9","","25.0","","101.03","","","","","","Cloudy"
"2011-04-26 03:00","2011","04","26","03:00"," ","10.9","","9.2","","89","","10","","6","","25.0","","101.06","","","","","","Cloudy"
"2011-04-26 04:00","2011","04","26","04:00"," ","11.3","","9.3","","87","","4","","9","","25.0","","101.05","","","","","","Rain"
"2011-04-26 05:00","2011","04","26","05:00"," ","10.4","","8.4","","87","","3","","17","","24.1","","101.05","","","","","","Cloudy"
"2011-04-26 06:00","2011","04","26","06:00"," ","9.1","","6.3","","83","","2","","20","","19.3","","101.13","","","","","","Rain"
"2011-04-26 07:00","2011","04","26","07:00"," ","9.4","","7.2","","86","","3","","15","","9.7","","101.19","","","","","","Rain,Fog"
"2011-04-26 08:00","2011","04","26","08:00"," ","9.5","","7.2","","86","","3","","19","","16.1","","101.18","","","","","","Rain"
"2011-04-26 09:00","2011","04","26","09:00"," ","9.3","","6.9","","85","","4","","24","","8.0","","101.18","","","","","","Rain,Fog"
"2011-04-26 10:00","2011","04","26","10:00"," ","8.7","","7.1","","90","","2","","20","","6.4","","101.27","","","","","","Rain,Fog"
"2011-04-26 11:00","2011","04","26","11:00"," ","9.3","","7.4","","88","","3","","20","","6.4","","101.27","","","","","","Rain,Fog"
"2011-04-26 12:00","2011","04","26","12:00"," ","9.9","","7.2","","83","","3","","19","","19.3","","101.25","","","","","","Rain"
"2011-04-26 13:00","2011","04","26","13:00"," ","11.4","","7.5","","77","","5","","28","","24.1","","101.15","","","","","","Mostly Cloudy"
"2011-04-26 14:00","2011","04","26","14:00"," ","12.8","","8.5","","75","","5","","20","","24.1","","101.10","","","","","","Cloudy"
"2011-04-26 15:00","2011","04","26","15:00"," ","13.1","","8.8","","75","","7","","22","","24.1","","100.99","","","","","","Cloudy"
"2011-04-26 16:00","2011","04","26","16:00"," ","12.4","","9.8","","84","","5","","22","","19.3","","100.87","","","","","","Rain"
"2011-04-26 17:00","2011","04","26","17:00"," ","12.6","","10.0","","84","","6","","24","","19.3","","100.81","","","","","","Rain"
"2011-04-26 18:00","2011","04","26","18:00"," ","12.8","","9.9","","83","","8","","24","","24.1","","100.74","","","","","","Cloudy"
"2011-04-26 19:00","2011","04","26","19:00"," ","12.4","","9.7","","84","","6","","24","","24.1","","100.65","","","","","","Cloudy"
"2011-04-26 20:00","2011","04","26","20:00"," ","11.9","","9.6","","86","","1","","19","","25.0","","100.76","","","","","","Cloudy"
"2011-04-26 21:00","2011","04","26","21:00"," ","9.0","","7.6","","91","","4","","33","","9.7","","100.81","","","","","","Thunderstorms,Rain,Fog"
"2011-04-26 22:00","2011","04","26","22:00"," ","8.4","","7.1","","92","","4","","22","","11.3","","100.72","","","","","","Rain"
"2011-04-26 23:00","2011","04","26","23:00"," ","8.2","","7.0","","92","","4","","19","","11.3","","100.71","","","","","","Rain"
"2011-04-27 00:00","2011","04","27","00:00"," ","7.9","","6.8","","93","","2","","17","","9.7","","100.69","","","","","","Drizzle,Fog"
"2011-04-27 01:00","2011","04","27","01:00"," ","7.4","","6.4","","93","","3","","20","","8.0","","100.58","","","","","","Drizzle,Fog"
"2011-04-27 02:00","2011","04","27","02:00"," ","6.6","","5.8","","95","","2","","22","","6.4","","100.66","","","","","","Drizzle,Fog"
"2011-04-27 03:00","2011","04","27","03:00"," ","6.5","","5.9","","96","","2","","22","","2.0","","100.65","","","","","","Fog"
"2011-04-27 04:00","2011","04","27","04:00"," ","6.5","","5.9","","96","","4","","17","","1.2","","100.61","","","","","","Fog"
"2011-04-27 05:00","2011","04","27","05:00"," ","6.4","","5.9","","97","","2","","19","","0.6","","100.70","","","","","","Fog"
"2011-04-27 06:00","2011","04","27","06:00"," ","6.5","","6.0","","97","","2","","13","","0.6","","100.78","","","","","","Fog"
"2011-04-27 07:00","2011","04","27","07:00"," ","7.0","","6.7","","98","","2","","15","","0.8","","100.84","","","","","","Fog"
"2011-04-27 08:00","2011","04","27","08:00"," ","7.3","","6.9","","97","","2","","15","","0.8","","100.85","","","","","","Fog"
"2011-04-27 09:00","2011","04","27","09:00"," ","8.3","","7.9","","97","","2","","15","","1.2","","100.87","","","","","","Fog"
"2011-04-27 10:00","2011","04","27","10:00"," ","8.6","","8.1","","97","","3","","19","","1.6","","100.86","","","","","","Fog"
"2011-04-27 11:00","2011","04","27","11:00"," ","10.3","","9.2","","93","","3","","19","","4.8","","100.83","","","","","","Fog"
"2011-04-27 12:00","2011","04","27","12:00"," ","12.0","","9.6","","85","","3","","19","","8.0","","100.79","","","","","","Haze"
"2011-04-27 13:00","2011","04","27","13:00"," ","14.3","","10.5","","78","","3","","20","","11.3","","100.69","","","","","","Mostly Cloudy"
"2011-04-27 14:00","2011","04","27","14:00"," ","13.7","","9.4","","75","","4","","26","","16.1","","100.56","","","","","","Mostly Cloudy"
"2011-04-27 15:00","2011","04","27","15:00"," ","13.0","","9.4","","79","","4","","28","","16.1","","100.43","","","","","","Mostly Cloudy"
"2011-04-27 16:00","2011","04","27","16:00"," ","12.8","","9.1","","78","","4","","26","","19.3","","100.33","","","","","","Cloudy"
"2011-04-27 17:00","2011","04","27","17:00"," ","13.0","","8.9","","76","","4","","32","","24.1","","100.24","","","","","","Cloudy"
"2011-04-27 18:00","2011","04","27","18:00"," ","12.0","","8.4","","79","","5","","30","","24.1","","100.17","","","","","","Cloudy"
"2011-04-27 19:00","2011","04","27","19:00"," ","11.4","","8.3","","81","","4","","24","","48.3","","100.03","","","","","","Cloudy"
"2011-04-27 20:00","2011","04","27","20:00"," ","10.3","","7.6","","83","","3","","28","","25.0","","99.99","","","","","","Mostly Cloudy"
"2011-04-27 21:00","2011","04","27","21:00"," ","9.8","","7.2","","84","","3","","24","","25.0","","100.02","","","","","","Mostly Cloudy"
"2011-04-27 22:00","2011","04","27","22:00"," ","9.7","","7.1","","84","","3","","17","","25.0","","99.97","","","","","","Mostly Cloudy"
"2011-04-27 23:00","2011","04","27","23:00"," ","8.4","","7.0","","91","","3","","17","","16.1","","100.03","","","","","","Rain Showers"
"2011-04-28 00:00","2011","04","28","00:00"," ","9.0","","8.0","","93","","6","","7","","6.4","","100.03","","","","","","Rain Showers,Fog"
"2011-04-28 01:00","2011","04","28","01:00"," ","10.3","","9.3","","94","","6","","4","","9.7","","99.88","","","","","","Fog"
"2011-04-28 02:00","2011","04","28","02:00"," ","8.7","","8.0","","95","","2","","6","","8.0","","99.87","","","","","","Fog"
"2011-04-28 03:00","2011","04","28","03:00"," ","8.5","","7.8","","95","","4","","9","","8.0","","99.77","","","","","","Fog"
"2011-04-28 04:00","2011","04","28","04:00"," ","8.9","","8.2","","95","","2","","13","","6.4","","99.67","","","","","","Fog"
"2011-04-28 05:00","2011","04","28","05:00"," ","9.0","","8.3","","95","","3","","17","","3.2","","99.59","","","","","","Rain Showers,Fog"
"2011-04-28 06:00","2011","04","28","06:00"," ","10.2","","9.4","","95","","4","","13","","3.2","","99.52","","","","","","Rain,Fog"
"2011-04-28 07:00","2011","04","28","07:00"," ","13.8","","13.3","","97","","7","","7","","3.2","","99.38","","","","","","Rain,Fog"
"2011-04-28 08:00","2011","04","28","08:00"," ","17.3","","16.4","","94","","15","","13","","16.1","","99.32","","","","","","Cloudy"
"2011-04-28 09:00","2011","04","28","09:00"," ","18.1","","16.4","","90","","14","","26","","19.3","","99.23","","","","","","Rain"
"2011-04-28 10:00","2011","04","28","10:00"," ","18.2","","16.3","","89","","14","","24","","48.3","","99.18","","","","","","Cloudy"
"2011-04-28 11:00","2011","04","28","11:00"," ","18.9","","16.1","","84","","15","","30","","24.1","","98.96","","","","","","Rain Showers"
"2011-04-28 12:00","2011","04","28","12:00"," ","20.5","","16.7","","79","","17","","24","","48.3","","98.94","","26","","","","Mostly Cloudy"
"2011-04-28 13:00","2011","04","28","13:00"," ","22.0","","16.5","","71","","18","","22","","48.3","","98.80","","27","","","","Mostly Cloudy"
"2011-04-28 14:00","2011","04","28","14:00"," ","19.0","","10.6","","58","","22","","54","","48.3","","99.06","","","","","","Mostly Cloudy"
"2011-04-28 15:00","2011","04","28","15:00"," ","18.8","","6.5","","45","","23","","59","","48.3","","99.20","","","","","","Mainly Clear"
"2011-04-28 16:00","2011","04","28","16:00"," ","17.5","","7.3","","51","","25","","50","","48.3","","99.40","","","","","","Mainly Clear"
"2011-04-28 17:00","2011","04","28","17:00"," ","16.9","","7.2","","53","","24","","41","","48.3","","99.45","","","","","","Mainly Clear"
"2011-04-28 18:00","2011","04","28","18:00"," ","16.3","","6.6","","53","","24","","30","","48.3","","99.52","","","","","","Mainly Clear"
"2011-04-28 19:00","2011","04","28","19:00"," ","14.6","","5.4","","54","","23","","41","","48.3","","99.60","","","","","","Clear"
"2011-04-28 20:00","2011","04","28","20:00"," ","12.4","","3.7","","55","","23","","46","","25.0","","99.72","","","","","","Mainly Clear"
"2011-04-28 21:00","2011","04","28","21:00"," ","12.2","","3.9","","57","","25","","35","","25.0","","99.78","","","","","","Mostly Cloudy"
"2011-04-28 22:00","2011","04","28","22:00"," ","11.3","","4.2","","62","","27","","20","","25.0","","99.79","","","","","","Clear"
"2011-04-28 23:00","2011","04","28","23:00"," ","10.2","","4.3","","67","","21","","17","","25.0","","99.84","","","","","","Clear"
"2011-04-29 00:00","2011","04","29","00:00"," ","10.6","","3.5","","61","","24","","28","","25.0","","99.83","","","","","","Mainly Clear"
"2011-04-29 01:00","2011","04","29","01:00"," ","9.5","","3.4","","66","","25","","19","","25.0","","99.79","","","","","","Clear"
"2011-04-29 02:00","2011","04","29","02:00"," ","9.6","","4.0","","68","","22","","28","","25.0","","99.75","","","","","","Clear"
"2011-04-29 03:00","2011","04","29","03:00"," ","9.3","","4.0","","69","","21","","19","","25.0","","99.78","","","","","","Mostly Cloudy"
"2011-04-29 04:00","2011","04","29","04:00"," ","9.0","","4.0","","71","","22","","24","","25.0","","99.79","","","","","","Mostly Cloudy"
"2011-04-29 05:00","2011","04","29","05:00"," ","8.8","","4.3","","73","","23","","24","","24.1","","99.86","","","","","","Mostly Cloudy"
"2011-04-29 06:00","2011","04","29","06:00"," ","9.2","","3.6","","68","","21","","24","","24.1","","99.94","","","","","","Mostly Cloudy"
"2011-04-29 07:00","2011","04","29","07:00"," ","9.5","","3.9","","68","","22","","22","","24.1","","99.98","","","","","","Mostly Cloudy"
"2011-04-29 08:00","2011","04","29","08:00"," ","10.2","","3.4","","63","","23","","22","","24.1","","100.00","","","","","","Mostly Cloudy"
"2011-04-29 09:00","2011","04","29","09:00"," ","11.5","","3.4","","57","","23","","28","","24.1","","100.03","","","","","","Mostly Cloudy"
"2011-04-29 10:00","2011","04","29","10:00"," ","12.1","","3.6","","56","","23","","24","","48.3","","100.05","","","","","","Mainly Clear"
"2011-04-29 11:00","2011","04","29","11:00"," ","12.1","","2.9","","53","","23","","24","","48.3","","100.09","","","","","","Mostly Cloudy"
"2011-04-29 12:00","2011","04","29","12:00"," ","12.5","","2.9","","52","","27","","24","","48.3","","100.11","","","","","","Mostly Cloudy"
"2011-04-29 13:00","2011","04","29","13:00"," ","12.2","","3.1","","54","","27","","24","","48.3","","100.17","","","","","","Mostly Cloudy"
"2011-04-29 14:00","2011","04","29","14:00"," ","12.1","","3.1","","54","","24","","28","","48.3","","100.21","","","","","","Mostly Cloudy"
"2011-04-29 15:00","2011","04","29","15:00"," ","12.0","","3.1","","54","","27","","24","","48.3","","100.27","","","","","","Cloudy"
"2011-04-29 16:00","2011","04","29","16:00"," ","10.5","","3.9","","64","","27","","19","","48.3","","100.36","","","","","","Mostly Cloudy"
"2011-04-29 17:00","2011","04","29","17:00"," ","10.6","","3.8","","63","","28","","20","","48.3","","100.44","","","","","","Cloudy"
"2011-04-29 18:00","2011","04","29","18:00"," ","8.8","","5.6","","80","","28","","13","","48.3","","100.55","","","","","","Rain Showers"
"2011-04-29 19:00","2011","04","29","19:00"," ","8.9","","5.4","","79","","27","","13","","48.3","","100.65","","","","","","Rain Showers"
"2011-04-29 20:00","2011","04","29","20:00"," ","8.6","","3.1","","68","","25","","9","","25.0","","100.71","","","","","","Mostly Cloudy"
"2011-04-29 21:00","2011","04","29","21:00"," ","8.6","","6.0","","84","","27","","9","","25.0","","100.78","","","","","","Cloudy"
"2011-04-29 22:00","2011","04","29","22:00"," ","8.3","","6.1","","86","","28","","13","","25.0","","100.83","","","","","","Cloudy"
"2011-04-29 23:00","2011","04","29","23:00"," ","8.2","","5.6","","84","","29","","11","","25.0","","100.89","","","","","","Mostly Cloudy"
"2011-04-30 00:00","2011","04","30","00:00"," ","8.0","","3.8","","75","","34","","17","","25.0","","100.97","","","","","","Mostly Cloudy"
"2011-04-30 01:00","2011","04","30","01:00"," ","7.7","","1.8","","66","","36","","20","","25.0","","101.02","","","","","","Mostly Cloudy"
"2011-04-30 02:00","2011","04","30","02:00"," ","6.2","","1.6","","72","","36","","15","","25.0","","101.09","","","","","","Clear"
"2011-04-30 03:00","2011","04","30","03:00"," ","4.9","","1.3","","77","","34","","11","","25.0","","101.18","","","","","","Clear"
"2011-04-30 04:00","2011","04","30","04:00"," ","4.0","","0.3","","77","","33","","7","","25.0","","101.27","","","","","","Clear"
"2011-04-30 05:00","2011","04","30","05:00"," ","3.4","","0.1","","79","","33","","11","","48.3","","101.38","","","","","","Mainly Clear"
"2011-04-30 06:00","2011","04","30","06:00"," ","5.5","","0.7","","71","","33","","13","","48.3","","101.49","","","","","","Mainly Clear"
"2011-04-30 07:00","2011","04","30","07:00"," ","7.3","","0.3","","61","","1","","15","","48.3","","101.54","","","","","","Mainly Clear"
"2011-04-30 08:00","2011","04","30","08:00"," ","8.4","","1.0","","60","","2","","15","","48.3","","101.61","","","","","","Clear"
"2011-04-30 09:00","2011","04","30","09:00"," ","8.5","","0.4","","57","","35","","7","","48.3","","101.67","","","","","","Mainly Clear"
"2011-04-30 10:00","2011","04","30","10:00"," ","9.5","","0.6","","54","","2","","9","","48.3","","101.69","","","","","","Clear"
"2011-04-30 11:00","2011","04","30","11:00"," ","10.9","","1.4","","52","","35","","9","","48.3","","101.68","","","","","","Clear"
"2011-04-30 12:00","2011","04","30","12:00"," ","12.7","","1.9","","48","","1","","9","","48.3","","101.68","","","","","","Clear"
"2011-04-30 13:00","2011","04","30","13:00"," ","14.3","","1.9","","43","","24","","6","","48.3","","101.71","","","","","","Clear"
"2011-04-30 14:00","2011","04","30","14:00"," ","15.1","","2.6","","43","","22","","17","","48.3","","101.70","","","","","","Clear"
"2011-04-30 15:00","2011","04","30","15:00"," ","15.7","","1.8","","39","","22","","17","","48.3","","101.70","","","","","","Clear"
"2011-04-30 16:00","2011","04","30","16:00"," ","16.8","","1.5","","36","","22","","15","","48.3","","101.70","","","","","","Clear"
"2011-04-30 17:00","2011","04","30","17:00"," ","17.0","","1.0","","34","","19","","11","","48.3","","101.72","","","","","","Clear"
"2011-04-30 18:00","2011","04","30","18:00"," ","16.4","","0.9","","35","","18","","11","","48.3","","101.77","","","","","","Clear"
"2011-04-30 19:00","2011","04","30","19:00"," ","15.0","","1.1","","39","","","","0","","48.3","","101.85","","","","","","Clear"
"2011-04-30 20:00","2011","04","30","20:00"," ","12.0","","1.5","","49","","","","0","","48.3","","101.91","","","","","","Clear"
"2011-04-30 21:00","2011","04","30","21:00"," ","12.2","","1.5","","48","","16","","4","","25.0","","101.99","","","","","","Clear"
"2011-04-30 22:00","2011","04","30","22:00"," ","11.1","","1.3","","51","","20","","4","","25.0","","102.00","","","","","","Clear"
"2011-04-30 23:00","2011","04","30","23:00"," ","9.1","","2.1","","62","","","","0","","25.0","","102.01","","","","","","Clear"
